case	surface	fixture	mutation	authority	testOnly	bitwidth	overflow	temporal	rewrite	signature	digest	producerKey	independentKey	writer	outcome	detail
193	boundary	source:6:FORBID	registry-digest	source	true	6	FORBID	MzE6YWxsb3ktc291cmNlLWNvbW1hbmQtY29udGV4dC12MVsxMTo1MDphbGxveS1jb21tYW5kLW9wdGlvbnMtdjQtaW5kZXBlbmRlbnQtc2VhcmNoLWRvbWFpbjQ6d2lyZTE2OkFORFtzb21lIHRoaXMvQV01OmZhbHNlMTozMTo2MjotMTI6LTEyOi0xMjotMTI6LTFdezM6MTY6NjpzY29wZXNbMDpdezA6fTM0OjIzOmFkZGl0aW9uYWwtZXhhY3Qtc2NvcGVzWzA6XXswOn03MToxNzpleGVjdXRpb24tb3B0aW9uc1sxMDo0OnRydWUyOjIwMTowMToyMTowNTpzYXQ0ajQ6dHJ1ZTI6LTExOjAxOjRdezA6fX0=	cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjM7dHlwZWQtYWxsb3ktbm9ybWFsLWZvcm0tYWRhcHRlci12MTM=	Y2Fub25pY2FsLWFsbG95LXNpZ25hdHVyZS12OA==	33d050fa7ba42394209343b0f182c68008c34c6ee9d3c9f1195a9dde604dc755	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NjY6Rk9SQklEMjg0OjMxOmFsbG95LXNvdXJjZS1jb21tYW5kLWNvbnRleHQtdjFbMTE6NTA6YWxsb3ktY29tbWFuZC1vcHRpb25zLXY0LWluZGVwZW5kZW50LXNlYXJjaC1kb21haW40OndpcmUxNjpBTkRbc29tZSB0aGlzL0FdNTpmYWxzZTE6MzE6NjI6LTEyOi0xMjotMTI6LTEyOi0xXXszOjE2OjY6c2NvcGVzWzA6XXswOn0zNDoyMzphZGRpdGlvbmFsLWV4YWN0LXNjb3Blc1swOl17MDp9NzE6MTc6ZXhlY3V0aW9uLW9wdGlvbnNbMTA6NDp0cnVlMjoyMDE6MDE6MjE6MDU6c2F0NGo0OnRydWUyOi0xMTowMTo0XXswOn19NTk6cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjM7dHlwZWQtYWxsb3ktbm9ybWFsLWZvcm0tYWRhcHRlci12MTMyODpjYW5vbmljYWwtYWxsb3ktc2lnbmF0dXJlLXY4XXswOn0=	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NjY6Rk9SQklEMjg0OjMxOmFsbG95LXNvdXJjZS1jb21tYW5kLWNvbnRleHQtdjFbMTE6NTA6YWxsb3ktY29tbWFuZC1vcHRpb25zLXY0LWluZGVwZW5kZW50LXNlYXJjaC1kb21haW40OndpcmUxNjpBTkRbc29tZSB0aGlzL0FdNTpmYWxzZTE6MzE6NjI6LTEyOi0xMjotMTI6LTEyOi0xXXszOjE2OjY6c2NvcGVzWzA6XXswOn0zNDoyMzphZGRpdGlvbmFsLWV4YWN0LXNjb3Blc1swOl17MDp9NzE6MTc6ZXhlY3V0aW9uLW9wdGlvbnNbMTA6NDp0cnVlMjoyMDE6MDE6MjE6MDU6c2F0NGo0OnRydWUyOi0xMTowMTo0XXswOn19NTk6cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjM7dHlwZWQtYWxsb3ktbm9ybWFsLWZvcm0tYWRhcHRlci12MTMyODpjYW5vbmljYWwtYWxsb3ktc2lnbmF0dXJlLXY4XXswOn0=	Ng==|Rk9SQklE|MzE6YWxsb3ktc291cmNlLWNvbW1hbmQtY29udGV4dC12MVsxMTo1MDphbGxveS1jb21tYW5kLW9wdGlvbnMtdjQtaW5kZXBlbmRlbnQtc2VhcmNoLWRvbWFpbjQ6d2lyZTE2OkFORFtzb21lIHRoaXMvQV01OmZhbHNlMTozMTo2MjotMTI6LTEyOi0xMjotMTI6LTFdezM6MTY6NjpzY29wZXNbMDpdezA6fTM0OjIzOmFkZGl0aW9uYWwtZXhhY3Qtc2NvcGVzWzA6XXswOn03MToxNzpleGVjdXRpb24tb3B0aW9uc1sxMDo0OnRydWUyOjIwMTowMToyMTowNTpzYXQ0ajQ6dHJ1ZTI6LTExOjAxOjRdezA6fX0=|cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjM7dHlwZWQtYWxsb3ktbm9ybWFsLWZvcm0tYWRhcHRlci12MTM=|Y2Fub25pY2FsLWFsbG95LXNpZ25hdHVyZS12OA==|MzNkMDUwZmE3YmE0MjM5NDIwOTM0M2IwZjE4MmM2ODAwOGMzNGM2ZWU5ZDNjOWYxMTk1YTlkZGU2MDRkYzc1NQ==|YWxsb3ktY29udGFpbmVyLWxhdy10aGVvcnktdjM=|YjY0Nzk3MTJlNTE4YjVkZmMxM2YxOTg2Njc2OWYzMGFiODFiNDliZDRiYWQ1MDhhMTc1NjkxZmJiMWQwNjMzZg==	THEORY_MISMATCH	U291cmNlLWNvbW1hbmQgc2VtYW50aWMgY29udGV4dCBoYXMgYW4gdW5zdXBwb3J0ZWQgdmVyc2lvbg==
194	boundary	source:6:FORBID	publication	source	false	6	FORBID	MzE6YWxsb3ktc291cmNlLWNvbW1hbmQtY29udGV4dC12MVsxMTo1MDphbGxveS1jb21tYW5kLW9wdGlvbnMtdjQtaW5kZXBlbmRlbnQtc2VhcmNoLWRvbWFpbjQ6d2lyZTE2OkFORFtzb21lIHRoaXMvQV01OmZhbHNlMTozMTo2MjotMTI6LTEyOi0xMjotMTI6LTFdezM6MTY6NjpzY29wZXNbMDpdezA6fTM0OjIzOmFkZGl0aW9uYWwtZXhhY3Qtc2NvcGVzWzA6XXswOn03MToxNzpleGVjdXRpb24tb3B0aW9uc1sxMDo0OnRydWUyOjIwMTowMToyMTowNTpzYXQ0ajQ6dHJ1ZTI6LTExOjAxOjRdezA6fX0=	cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjM7dHlwZWQtYWxsb3ktbm9ybWFsLWZvcm0tYWRhcHRlci12MTM=	Y2Fub25pY2FsLWFsbG95LXNpZ25hdHVyZS12OA==	33d050fa7ba42394209343b0f182c68008c34c6ee9d3c9f1195a9dde604dc755	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NjY6Rk9SQklEMjg0OjMxOmFsbG95LXNvdXJjZS1jb21tYW5kLWNvbnRleHQtdjFbMTE6NTA6YWxsb3ktY29tbWFuZC1vcHRpb25zLXY0LWluZGVwZW5kZW50LXNlYXJjaC1kb21haW40OndpcmUxNjpBTkRbc29tZSB0aGlzL0FdNTpmYWxzZTE6MzE6NjI6LTEyOi0xMjotMTI6LTEyOi0xXXszOjE2OjY6c2NvcGVzWzA6XXswOn0zNDoyMzphZGRpdGlvbmFsLWV4YWN0LXNjb3Blc1swOl17MDp9NzE6MTc6ZXhlY3V0aW9uLW9wdGlvbnNbMTA6NDp0cnVlMjoyMDE6MDE6MjE6MDU6c2F0NGo0OnRydWUyOi0xMTowMTo0XXswOn19NTk6cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjM7dHlwZWQtYWxsb3ktbm9ybWFsLWZvcm0tYWRhcHRlci12MTMyODpjYW5vbmljYWwtYWxsb3ktc2lnbmF0dXJlLXY4XXswOn0=	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NjY6Rk9SQklEMjg0OjMxOmFsbG95LXNvdXJjZS1jb21tYW5kLWNvbnRleHQtdjFbMTE6NTA6YWxsb3ktY29tbWFuZC1vcHRpb25zLXY0LWluZGVwZW5kZW50LXNlYXJjaC1kb21haW40OndpcmUxNjpBTkRbc29tZSB0aGlzL0FdNTpmYWxzZTE6MzE6NjI6LTEyOi0xMjotMTI6LTEyOi0xXXszOjE2OjY6c2NvcGVzWzA6XXswOn0zNDoyMzphZGRpdGlvbmFsLWV4YWN0LXNjb3Blc1swOl17MDp9NzE6MTc6ZXhlY3V0aW9uLW9wdGlvbnNbMTA6NDp0cnVlMjoyMDE6MDE6MjE6MDU6c2F0NGo0OnRydWUyOi0xMTowMTo0XXswOn19NTk6cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjM7dHlwZWQtYWxsb3ktbm9ybWFsLWZvcm0tYWRhcHRlci12MTMyODpjYW5vbmljYWwtYWxsb3ktc2lnbmF0dXJlLXY4XXswOn0=	Ng==|Rk9SQklE|MzE6YWxsb3ktc291cmNlLWNvbW1hbmQtY29udGV4dC12MVsxMTo1MDphbGxveS1jb21tYW5kLW9wdGlvbnMtdjQtaW5kZXBlbmRlbnQtc2VhcmNoLWRvbWFpbjQ6d2lyZTE2OkFORFtzb21lIHRoaXMvQV01OmZhbHNlMTozMTo2MjotMTI6LTEyOi0xMjotMTI6LTFdezM6MTY6NjpzY29wZXNbMDpdezA6fTM0OjIzOmFkZGl0aW9uYWwtZXhhY3Qtc2NvcGVzWzA6XXswOn03MToxNzpleGVjdXRpb24tb3B0aW9uc1sxMDo0OnRydWUyOjIwMTowMToyMTowNTpzYXQ0ajQ6dHJ1ZTI6LTExOjAxOjRdezA6fX0=|cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjM7dHlwZWQtYWxsb3ktbm9ybWFsLWZvcm0tYWRhcHRlci12MTM=|Y2Fub25pY2FsLWFsbG95LXNpZ25hdHVyZS12OA==|MzNkMDUwZmE3YmE0MjM5NDIwOTM0M2IwZjE4MmM2ODAwOGMzNGM2ZWU5ZDNjOWYxMTk1YTlkZGU2MDRkYzc1NQ==|YWxsb3ktY29udGFpbmVyLWxhdy10aGVvcnktdjM=|YjY0Nzk3MTJlNTE4YjVkZmMxM2YxOTg2Njc2OWYzMGFiODFiNDliZDRiYWQ1MDhhMTc1NjkxZmJiMWQwNjMzZg==	THEORY_MISMATCH	U291cmNlLWNvbW1hbmQgc2VtYW50aWMgY29udGV4dCBoYXMgYW4gdW5zdXBwb3J0ZWQgdmVyc2lvbg==
195	clone	source:6:FORBID	same-spelling	custom	true	6	FORBID	MzE6YWxsb3ktc291cmNlLWNvbW1hbmQtY29udGV4dC12MVsxMTo1MDphbGxveS1jb21tYW5kLW9wdGlvbnMtdjQtaW5kZXBlbmRlbnQtc2VhcmNoLWRvbWFpbjQ6d2lyZTE2OkFORFtzb21lIHRoaXMvQV01OmZhbHNlMTozMTo2MjotMTI6LTEyOi0xMjotMTI6LTFdezM6MTY6NjpzY29wZXNbMDpdezA6fTM0OjIzOmFkZGl0aW9uYWwtZXhhY3Qtc2NvcGVzWzA6XXswOn03MToxNzpleGVjdXRpb24tb3B0aW9uc1sxMDo0OnRydWUyOjIwMTowMToyMTowNTpzYXQ0ajQ6dHJ1ZTI6LTExOjAxOjRdezA6fX0=	cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjM7dHlwZWQtYWxsb3ktbm9ybWFsLWZvcm0tYWRhcHRlci12MTM=	Y2Fub25pY2FsLWFsbG95LXNpZ25hdHVyZS12OA==	33d050fa7ba42394209343b0f182c68008c34c6ee9d3c9f1195a9dde604dc755	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NjY6Rk9SQklEMjg0OjMxOmFsbG95LXNvdXJjZS1jb21tYW5kLWNvbnRleHQtdjFbMTE6NTA6YWxsb3ktY29tbWFuZC1vcHRpb25zLXY0LWluZGVwZW5kZW50LXNlYXJjaC1kb21haW40OndpcmUxNjpBTkRbc29tZSB0aGlzL0FdNTpmYWxzZTE6MzE6NjI6LTEyOi0xMjotMTI6LTEyOi0xXXszOjE2OjY6c2NvcGVzWzA6XXswOn0zNDoyMzphZGRpdGlvbmFsLWV4YWN0LXNjb3Blc1swOl17MDp9NzE6MTc6ZXhlY3V0aW9uLW9wdGlvbnNbMTA6NDp0cnVlMjoyMDE6MDE6MjE6MDU6c2F0NGo0OnRydWUyOi0xMTowMTo0XXswOn19NTk6cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjM7dHlwZWQtYWxsb3ktbm9ybWFsLWZvcm0tYWRhcHRlci12MTMyODpjYW5vbmljYWwtYWxsb3ktc2lnbmF0dXJlLXY4XXswOn0=	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NjY6Rk9SQklEMjg0OjMxOmFsbG95LXNvdXJjZS1jb21tYW5kLWNvbnRleHQtdjFbMTE6NTA6YWxsb3ktY29tbWFuZC1vcHRpb25zLXY0LWluZGVwZW5kZW50LXNlYXJjaC1kb21haW40OndpcmUxNjpBTkRbc29tZSB0aGlzL0FdNTpmYWxzZTE6MzE6NjI6LTEyOi0xMjotMTI6LTEyOi0xXXszOjE2OjY6c2NvcGVzWzA6XXswOn0zNDoyMzphZGRpdGlvbmFsLWV4YWN0LXNjb3Blc1swOl17MDp9NzE6MTc6ZXhlY3V0aW9uLW9wdGlvbnNbMTA6NDp0cnVlMjoyMDE6MDE6MjE6MDU6c2F0NGo0OnRydWUyOi0xMTowMTo0XXswOn19NTk6cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjM7dHlwZWQtYWxsb3ktbm9ybWFsLWZvcm0tYWRhcHRlci12MTMyODpjYW5vbmljYWwtYWxsb3ktc2lnbmF0dXJlLXY4XXswOn0=	Ng==|Rk9SQklE|MzE6YWxsb3ktc291cmNlLWNvbW1hbmQtY29udGV4dC12MVsxMTo1MDphbGxveS1jb21tYW5kLW9wdGlvbnMtdjQtaW5kZXBlbmRlbnQtc2VhcmNoLWRvbWFpbjQ6d2lyZTE2OkFORFtzb21lIHRoaXMvQV01OmZhbHNlMTozMTo2MjotMTI6LTEyOi0xMjotMTI6LTFdezM6MTY6NjpzY29wZXNbMDpdezA6fTM0OjIzOmFkZGl0aW9uYWwtZXhhY3Qtc2NvcGVzWzA6XXswOn03MToxNzpleGVjdXRpb24tb3B0aW9uc1sxMDo0OnRydWUyOjIwMTowMToyMTowNTpzYXQ0ajQ6dHJ1ZTI6LTExOjAxOjRdezA6fX0=|cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjM7dHlwZWQtYWxsb3ktbm9ybWFsLWZvcm0tYWRhcHRlci12MTM=|Y2Fub25pY2FsLWFsbG95LXNpZ25hdHVyZS12OA==|MzNkMDUwZmE3YmE0MjM5NDIwOTM0M2IwZjE4MmM2ODAwOGMzNGM2ZWU5ZDNjOWYxMTk1YTlkZGU2MDRkYzc1NQ==|YWxsb3ktY29udGFpbmVyLWxhdy10aGVvcnktdjM=|YjY0Nzk3MTJlNTE4YjVkZmMxM2YxOTg2Njc2OWYzMGFiODFiNDliZDRiYWQ1MDhhMTc1NjkxZmJiMWQwNjMzZg==	AUTHORITY_REJECT	
196	boundary	fixed:MODULAR	base	compatibility	true	4	MODULAR	YWxsb3ktdGVtcG9yYWw=	cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI=	YWxsb3ktc2lnbmF0dXJlLXYy	89e7eca47a6a3c4773e64b18226fdc094a387e46b5224ef92d5601efffaab661	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NDc6TU9EVUxBUjE0OmFsbG95LXRlbXBvcmFsMjM6cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjIxODphbGxveS1zaWduYXR1cmUtdjJdezA6fQ==	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NDc6TU9EVUxBUjE0OmFsbG95LXRlbXBvcmFsMjM6cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjIxODphbGxveS1zaWduYXR1cmUtdjJdezA6fQ==	NA==|TU9EVUxBUg==|YWxsb3ktdGVtcG9yYWw=|cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI=|YWxsb3ktc2lnbmF0dXJlLXYy|ODllN2VjYTQ3YTZhM2M0NzczZTY0YjE4MjI2ZmRjMDk0YTM4N2U0NmI1MjI0ZWY5MmQ1NjAxZWZmZmFhYjY2MQ==|YWxsb3ktY29udGFpbmVyLWxhdy10aGVvcnktdjM=|YjY0Nzk3MTJlNTE4YjVkZmMxM2YxOTg2Njc2OWYzMGFiODFiNDliZDRiYWQ1MDhhMTc1NjkxZmJiMWQwNjMzZg==	ACCEPT	a2VybmVsIHByb2ZpbGUgaW5kZXBlbmRlbnRseSB2ZXJpZmllZA==
197	boundary	fixed:MODULAR	stale-0	compatibility	true	5	MODULAR	YWxsb3ktdGVtcG9yYWw=	cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI=	YWxsb3ktc2lnbmF0dXJlLXYy	89e7eca47a6a3c4773e64b18226fdc094a387e46b5224ef92d5601efffaab661	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NTc6TU9EVUxBUjE0OmFsbG95LXRlbXBvcmFsMjM6cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjIxODphbGxveS1zaWduYXR1cmUtdjJdezA6fQ==	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NTc6TU9EVUxBUjE0OmFsbG95LXRlbXBvcmFsMjM6cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjIxODphbGxveS1zaWduYXR1cmUtdjJdezA6fQ==	NA==|TU9EVUxBUg==|YWxsb3ktdGVtcG9yYWw=|cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI=|YWxsb3ktc2lnbmF0dXJlLXYy|ODllN2VjYTQ3YTZhM2M0NzczZTY0YjE4MjI2ZmRjMDk0YTM4N2U0NmI1MjI0ZWY5MmQ1NjAxZWZmZmFhYjY2MQ==|YWxsb3ktY29udGFpbmVyLWxhdy10aGVvcnktdjM=|YjY0Nzk3MTJlNTE4YjVkZmMxM2YxOTg2Njc2OWYzMGFiODFiNDliZDRiYWQ1MDhhMTc1NjkxZmJiMWQwNjMzZg==	THEORY_MISMATCH	Rml4ZWQgY29tcGF0aWJpbGl0eSBwcm9maWxlcyBhcmUgYXV0aG9yaXplZCBvbmx5IGZvciBURVNUX09OTFkgZXZpZGVuY2U=
198	boundary	fixed:MODULAR	stale-1	compatibility	true	4	FORBID	YWxsb3ktdGVtcG9yYWw=	cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI=	YWxsb3ktc2lnbmF0dXJlLXYy	89e7eca47a6a3c4773e64b18226fdc094a387e46b5224ef92d5601efffaab661	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NDY6Rk9SQklEMTQ6YWxsb3ktdGVtcG9yYWwyMzpyZXBhaXJlZC1ub3JtYWwtZm9ybS12MjE4OmFsbG95LXNpZ25hdHVyZS12Ml17MDp9	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NDY6Rk9SQklEMTQ6YWxsb3ktdGVtcG9yYWwyMzpyZXBhaXJlZC1ub3JtYWwtZm9ybS12MjE4OmFsbG95LXNpZ25hdHVyZS12Ml17MDp9	NA==|TU9EVUxBUg==|YWxsb3ktdGVtcG9yYWw=|cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI=|YWxsb3ktc2lnbmF0dXJlLXYy|ODllN2VjYTQ3YTZhM2M0NzczZTY0YjE4MjI2ZmRjMDk0YTM4N2U0NmI1MjI0ZWY5MmQ1NjAxZWZmZmFhYjY2MQ==|YWxsb3ktY29udGFpbmVyLWxhdy10aGVvcnktdjM=|YjY0Nzk3MTJlNTE4YjVkZmMxM2YxOTg2Njc2OWYzMGFiODFiNDliZDRiYWQ1MDhhMTc1NjkxZmJiMWQwNjMzZg==	DIGEST_MISMATCH	U2VtYW50aWMtcHJvZmlsZSBmaW5nZXJwcmludCBkb2VzIG5vdCBtYXRjaCBpdHMgZml2ZS1zY2FsYXIgcHJvZmlsZQ==
199	boundary	fixed:MODULAR	stale-2	compatibility	true	4	MODULAR	YWxsb3ktdGVtcG9yYWw6Y2hhbmdlZA==	cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI=	YWxsb3ktc2lnbmF0dXJlLXYy	89e7eca47a6a3c4773e64b18226fdc094a387e46b5224ef92d5601efffaab661	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NDc6TU9EVUxBUjIyOmFsbG95LXRlbXBvcmFsOmNoYW5nZWQyMzpyZXBhaXJlZC1ub3JtYWwtZm9ybS12MjE4OmFsbG95LXNpZ25hdHVyZS12Ml17MDp9	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NDc6TU9EVUxBUjIyOmFsbG95LXRlbXBvcmFsOmNoYW5nZWQyMzpyZXBhaXJlZC1ub3JtYWwtZm9ybS12MjE4OmFsbG95LXNpZ25hdHVyZS12Ml17MDp9	NA==|TU9EVUxBUg==|YWxsb3ktdGVtcG9yYWw=|cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI=|YWxsb3ktc2lnbmF0dXJlLXYy|ODllN2VjYTQ3YTZhM2M0NzczZTY0YjE4MjI2ZmRjMDk0YTM4N2U0NmI1MjI0ZWY5MmQ1NjAxZWZmZmFhYjY2MQ==|YWxsb3ktY29udGFpbmVyLWxhdy10aGVvcnktdjM=|YjY0Nzk3MTJlNTE4YjVkZmMxM2YxOTg2Njc2OWYzMGFiODFiNDliZDRiYWQ1MDhhMTc1NjkxZmJiMWQwNjMzZg==	THEORY_MISMATCH	U291cmNlLWNvbW1hbmQgZXZpZGVuY2UgbmFtZXMgdW5zdXBwb3J0ZWQgc2VtYW50aWMgaW1wbGVtZW50YXRpb24gdmVyc2lvbnM=
200	boundary	fixed:MODULAR	stale-3	compatibility	true	4	MODULAR	YWxsb3ktdGVtcG9yYWw=	cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI6Y2hhbmdlZA==	YWxsb3ktc2lnbmF0dXJlLXYy	89e7eca47a6a3c4773e64b18226fdc094a387e46b5224ef92d5601efffaab661	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NDc6TU9EVUxBUjE0OmFsbG95LXRlbXBvcmFsMzE6cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI6Y2hhbmdlZDE4OmFsbG95LXNpZ25hdHVyZS12Ml17MDp9	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NDc6TU9EVUxBUjE0OmFsbG95LXRlbXBvcmFsMzE6cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI6Y2hhbmdlZDE4OmFsbG95LXNpZ25hdHVyZS12Ml17MDp9	NA==|TU9EVUxBUg==|YWxsb3ktdGVtcG9yYWw=|cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI=|YWxsb3ktc2lnbmF0dXJlLXYy|ODllN2VjYTQ3YTZhM2M0NzczZTY0YjE4MjI2ZmRjMDk0YTM4N2U0NmI1MjI0ZWY5MmQ1NjAxZWZmZmFhYjY2MQ==|YWxsb3ktY29udGFpbmVyLWxhdy10aGVvcnktdjM=|YjY0Nzk3MTJlNTE4YjVkZmMxM2YxOTg2Njc2OWYzMGFiODFiNDliZDRiYWQ1MDhhMTc1NjkxZmJiMWQwNjMzZg==	THEORY_MISMATCH	Rml4ZWQgY29tcGF0aWJpbGl0eSBwcm9maWxlcyBhcmUgYXV0aG9yaXplZCBvbmx5IGZvciBURVNUX09OTFkgZXZpZGVuY2U=
201	boundary	fixed:MODULAR	stale-4	compatibility	true	4	MODULAR	YWxsb3ktdGVtcG9yYWw=	cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI=	YWxsb3ktc2lnbmF0dXJlLXYyOmNoYW5nZWQ=	89e7eca47a6a3c4773e64b18226fdc094a387e46b5224ef92d5601efffaab661	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NDc6TU9EVUxBUjE0OmFsbG95LXRlbXBvcmFsMjM6cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjIyNjphbGxveS1zaWduYXR1cmUtdjI6Y2hhbmdlZF17MDp9	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NDc6TU9EVUxBUjE0OmFsbG95LXRlbXBvcmFsMjM6cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjIyNjphbGxveS1zaWduYXR1cmUtdjI6Y2hhbmdlZF17MDp9	NA==|TU9EVUxBUg==|YWxsb3ktdGVtcG9yYWw=|cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI=|YWxsb3ktc2lnbmF0dXJlLXYy|ODllN2VjYTQ3YTZhM2M0NzczZTY0YjE4MjI2ZmRjMDk0YTM4N2U0NmI1MjI0ZWY5MmQ1NjAxZWZmZmFhYjY2MQ==|YWxsb3ktY29udGFpbmVyLWxhdy10aGVvcnktdjM=|YjY0Nzk3MTJlNTE4YjVkZmMxM2YxOTg2Njc2OWYzMGFiODFiNDliZDRiYWQ1MDhhMTc1NjkxZmJiMWQwNjMzZg==	THEORY_MISMATCH	Rml4ZWQgY29tcGF0aWJpbGl0eSBwcm9maWxlcyBhcmUgYXV0aG9yaXplZCBvbmx5IGZvciBURVNUX09OTFkgZXZpZGVuY2U=
202	boundary	fixed:MODULAR	rehashed-0	compatibility	true	5	MODULAR	YWxsb3ktdGVtcG9yYWw=	cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI=	YWxsb3ktc2lnbmF0dXJlLXYy	2039644cff410a5b2ba63003e7e377f71585cacc86b9509ed27cbd56f9336b71	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NTc6TU9EVUxBUjE0OmFsbG95LXRlbXBvcmFsMjM6cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjIxODphbGxveS1zaWduYXR1cmUtdjJdezA6fQ==	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NTc6TU9EVUxBUjE0OmFsbG95LXRlbXBvcmFsMjM6cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjIxODphbGxveS1zaWduYXR1cmUtdjJdezA6fQ==	NA==|TU9EVUxBUg==|YWxsb3ktdGVtcG9yYWw=|cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI=|YWxsb3ktc2lnbmF0dXJlLXYy|ODllN2VjYTQ3YTZhM2M0NzczZTY0YjE4MjI2ZmRjMDk0YTM4N2U0NmI1MjI0ZWY5MmQ1NjAxZWZmZmFhYjY2MQ==|YWxsb3ktY29udGFpbmVyLWxhdy10aGVvcnktdjM=|YjY0Nzk3MTJlNTE4YjVkZmMxM2YxOTg2Njc2OWYzMGFiODFiNDliZDRiYWQ1MDhhMTc1NjkxZmJiMWQwNjMzZg==	THEORY_MISMATCH	Rml4ZWQgY29tcGF0aWJpbGl0eSBwcm9maWxlcyBhcmUgYXV0aG9yaXplZCBvbmx5IGZvciBURVNUX09OTFkgZXZpZGVuY2U=
203	boundary	fixed:MODULAR	rehashed-1	compatibility	true	4	FORBID	YWxsb3ktdGVtcG9yYWw=	cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI=	YWxsb3ktc2lnbmF0dXJlLXYy	3bdad8f587b547cbce4cc60b65ddc2e165a1a8cbfaf6b42ca9e54a5fe4b7f5da	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NDY6Rk9SQklEMTQ6YWxsb3ktdGVtcG9yYWwyMzpyZXBhaXJlZC1ub3JtYWwtZm9ybS12MjE4OmFsbG95LXNpZ25hdHVyZS12Ml17MDp9	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NDY6Rk9SQklEMTQ6YWxsb3ktdGVtcG9yYWwyMzpyZXBhaXJlZC1ub3JtYWwtZm9ybS12MjE4OmFsbG95LXNpZ25hdHVyZS12Ml17MDp9	NA==|TU9EVUxBUg==|YWxsb3ktdGVtcG9yYWw=|cmVwYWlyZWQtbm9ybWFsLWZvcm0tdjI=|YWxsb3ktc2lnbmF0dXJlLXYy|ODllN2VjYTQ3YTZhM2M0NzczZTY0YjE4MjI2ZmRjMDk0YTM4N2U0NmI1MjI0ZWY5MmQ1NjAxZWZmZmFhYjY2MQ==|YWxsb3ktY29udGFpbmVyLWxhdy10aGVvcnktdjM=|YjY0Nzk3MTJlNTE4YjVkZmMxM2YxOTg2Njc2OWYzMGFiODFiNDliZDRiYWQ1MDhhMTc1NjkxZmJiMWQwNjMzZg==	ACCEPT	a2VybmVsIHByb2ZpbGUgaW5kZXBlbmRlbnRseSB2ZXJpZmllZA==
