surface	fixture	coordinate	producer	writer	verifier	status
chain	JOIN:exact:0:0	profile	MTY6c2VtYW50aWMtcHJvZmlsZVs1OjE6NDY6Rk9SQklEMTQ6YWxsb3ktdGVtcG9yYWwyMzpyZXBhaXJlZC1ub3JtYWwtZm9ybS12MjE4OmFsbG95LXNpZ25hdHVyZS12Ml17MDp9	M2JkYWQ4ZjU4N2I1NDdjYmNlNGNjNjBiNjVkZGMyZTE2NWExYThjYmZhZjZiNDJjYTllNTRhNWZlNGI3ZjVkYQ==	VkVSSUZJRUQ=	NONE
chain	JOIN:exact:0:0	theory	RkFNSUxZOmZpbml0ZS11bmlvbi1vZi1jb3JyZWxhdGVkLW9yZGVyZWQtcHJvZHVjdHM7bm9ybWFsaXplZD1zdWJ0eXBlLWFudGljaGFpbgpEQUc6ZWRnZXM9c3BlY2lmaWMtdG8tZ2VuZXJhbDtzeW50aGV0aWMtdW5pb24tYW5kLWNvbW1vbi1hbmNlc3Rvci1ub2Rlcy1hcmUtbm90LW5vbWluYWwtYXV0aG9yaXR5ClVOSU9OOnJldGFpbi1jb3JyZWxhdGlvbjtkZWR1cGxpY2F0ZTthYnNvcmItb25seS1hdXRoZW50aWNhdGVkLWNvbXBvbmVudHdpc2Utc3VidHlwZXMKSU5URVJTRUNUSU9OOnBhaXJ3aXNlLXByb2R1Y3QtbWVldDtvbWl0LW9ubHktYXV0aGVudGljYXRlZC1kaXNqb2ludC1QcmltU2lnLWJyYW5jaGVzClNFVC1ERVJJVkFUSU9OOnNvdXJjZSBVTklPTiBhbmQgSU5URVJTRUNUSU9OIERBR3MgYXJlIHJlY3Vyc2l2ZWx5IGRlcml2ZWQgYmVmb3JlIHBhcnNlci1yZXN1bHQgZXF1YWxpdHkKSk9JTjpvcmRlcmVkO2NvbXBsZXRlLWFsdGVybmF0aXZlLXBhaXItbWF0cml4O292ZXJsYXA9ZXhhY3Qtb3Itb25lLWVuZHBvaW50LW9uLXBhcnNlci1kZXJpdmVkLVByaW1TaWctcGFyZW50LXBhdGg7cmVzdWx0PWluaXQobGVmdCkrK3RhaWwocmlnaHQpCkFSUk9XOm9yZGVyZWQ7Y29tcGxldGUtY2FydGVzaWFuLXByb2R1Y3Q7cmVzdWx0PWNvbHVtbnMobGVmdCkrK2NvbHVtbnMocmlnaHQpClNVQlRZUEU6cGF0aCBzdGFydHMgYXQgZXhhY3QgQWxsb3lTaWcgY2FycmllciwgaW5jbHVkaW5nIHBhcnNlci1wcm92aWRlZCB1bml2O2VkZ2VzIGFyZSBkaXJlY3QgUHJpbVNpZyBwYXJlbnRzO3dpdG5lc3MgZW5kcyBhdCBvcHBvc2l0ZSBib3VuZGFyeQpTVUJUWVBFLUhJRVJBUkNIWTpzaW5nbGUtcGFyZW50O2FjeWNsaWM7dW5pdi10ZXJtaW5hbDtpbmRlcGVuZGVudC12ZXJpZmljYXRpb24tcmVxdWlyZXMtZXh0ZXJuYWwtc291cmNlLWhpZXJhcmNoeS1hdXRob3JpdHkKRElTSk9JTlQ6dHdvIGRpc3RpbmN0IGF1dGhlbnRpY2F0ZWQgUHJpbVNpZyBicmFuY2hlcyB3aXRoIGZpcnN0IGNvbW1vbiBhbmNlc3Rvcjt1bml2LWNvbW1vbmFsaXR5LW5ldmVyLWltcGxpZXMtb3ZlcmxhcApBVVRIT1JJVFk6b25lLWNvbXBsZXRlLW5vbWluYWwtcGF0aC1wZXItdG9wO29uZS1saXZlLXBhcnNlci1tb2R1bGUtcGVyLWNoYWluCkpPSU4tRkxBVC1HVUFSRDpldmVyeSBpbnRlcmlvciBzb3VyY2Ugb3BlcmFuZCBoYXMgcmV0YWluZWQgcmVsYXRpb24gYXJpdHkgYXQgbGVhc3QgdHdvLCBpbmNsdWRpbmcgdHlwZWQtZW1wdHkgZmFtaWxpZXMKTEVBRjpleGFjdCBjb3JyZWxhdGVkIHJlbGF0aW9uIGZhbWlseSwgSW50L0FsbG95Q2FycmllciBwcmltaXRpdmUgc2luZ2xldG9uLCBvciBwYXJzZXItYXV0aGVudGljYXRlZCBzYW1lLWFyaXR5IHN1YmZhbWlseTt0eXBlZCBlbXB0eSByZXF1aXJlcyBpdHMgbGl2ZSBwYXJzZXIgb2NjdXJyZW5jZTtuby1uYW1lLWJhc2VkLXBhcmFtZXRlci1hdXRob3JpdHkKVU5JVjpleHBsaWNpdCBwYXJzZXItcHJvdmlkZWQgQWxsb3lTaWc6dW5pdiBpcyBhbiBleGFjdCBjYXJyaWVyO2Fic2VudC1vci11bnJlc29sdmVkLXR5cGVzLW5ldmVyLWludmVudC11bml2CkVNUFRZOnBvc2l0aXZlLWFyaXR5IHR5cGVkIGVtcHR5IGZhbWlseSBoYXMgemVybyBhbHRlcm5hdGl2ZXM7YWxsLWRpc2pvaW50IEpPSU4gcmV0YWlucyBjb21wbGV0ZSBldmlkZW5jZSBhbmQgb3JkZXJlZCBTZXEKQ09OVEFJTkVSOm9yZGVyZWQtZHVwbGljYXRlLXByZXNlcnZpbmctU2VxCmxhd3M9Z3VhcmRlZC1hc3NvY2lhdGl2aXR5LW9ubHk7bm8tY29tbXV0YXRpdml0eTtuby1pZGVtcG90ZW5jeTtuby11bml0	YWxsb3ktZGVwZW5kZW50LWNoYWluLXRoZW9yeS12MTE=	MzM4Nzc0OWY1ODJhNTMyMTZjYWE1OTkxMDUzODZiNzEwZTllNWU3NDgxMTBjNTllMWIzYmYzNDAxYWMwM2NmOA==	SHA256
leaf	JOIN:exact:0:0	0	MzQ6ZGVwZW5kZW50LWNoYWluLWxlYWYtdHlwZS1wcm9vZi12MVsxOjE0OkVYQUNUX1JFTEFUSU9OXXsyOjExMDoxMzp0eXBlL1JFTEFUSU9OWzA6XXsyOjQwOjE2OnR5cGUvQ09OU1RSVUNUT1JbMToxMDpBbGxveVNpZzpBXXswOn00MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6QV17MDp9fTExMDoxMzp0eXBlL1JFTEFUSU9OWzA6XXsyOjQwOjE2OnR5cGUvQ09OU1RSVUNUT1JbMToxMDpBbGxveVNpZzpBXXswOn00MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6QV17MDp9fX0=	MzQ6ZGVwZW5kZW50LWNoYWluLWxlYWYtdHlwZS1wcm9vZi12MVsxOjE0OkVYQUNUX1JFTEFUSU9OXXsyOjExMDoxMzp0eXBlL1JFTEFUSU9OWzA6XXsyOjQwOjE2OnR5cGUvQ09OU1RSVUNUT1JbMToxMDpBbGxveVNpZzpBXXswOn00MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6QV17MDp9fTExMDoxMzp0eXBlL1JFTEFUSU9OWzA6XXsyOjQwOjE2OnR5cGUvQ09OU1RSVUNUT1JbMToxMDpBbGxveVNpZzpBXXswOn00MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6QV17MDp9fX0=	RVhBQ1RfUkVMQVRJT04=	VERIFIED
leaf	JOIN:exact:0:0	1	MzQ6ZGVwZW5kZW50LWNoYWluLWxlYWYtdHlwZS1wcm9vZi12MVsxOjE0OkVYQUNUX1JFTEFUSU9OXXsyOjExMDoxMzp0eXBlL1JFTEFUSU9OWzA6XXsyOjQwOjE2OnR5cGUvQ09OU1RSVUNUT1JbMToxMDpBbGxveVNpZzpBXXswOn00MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6Ql17MDp9fTExMDoxMzp0eXBlL1JFTEFUSU9OWzA6XXsyOjQwOjE2OnR5cGUvQ09OU1RSVUNUT1JbMToxMDpBbGxveVNpZzpBXXswOn00MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6Ql17MDp9fX0=	MzQ6ZGVwZW5kZW50LWNoYWluLWxlYWYtdHlwZS1wcm9vZi12MVsxOjE0OkVYQUNUX1JFTEFUSU9OXXsyOjExMDoxMzp0eXBlL1JFTEFUSU9OWzA6XXsyOjQwOjE2OnR5cGUvQ09OU1RSVUNUT1JbMToxMDpBbGxveVNpZzpBXXswOn00MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6Ql17MDp9fTExMDoxMzp0eXBlL1JFTEFUSU9OWzA6XXsyOjQwOjE2OnR5cGUvQ09OU1RSVUNUT1JbMToxMDpBbGxveVNpZzpBXXswOn00MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6Ql17MDp9fX0=	RVhBQ1RfUkVMQVRJT04=	VERIFIED
leaf	JOIN:exact:0:0	2	MzQ6ZGVwZW5kZW50LWNoYWluLWxlYWYtdHlwZS1wcm9vZi12MVsxOjE0OkVYQUNUX1JFTEFUSU9OXXsyOjExMDoxMzp0eXBlL1JFTEFUSU9OWzA6XXsyOjQwOjE2OnR5cGUvQ09OU1RSVUNUT1JbMToxMDpBbGxveVNpZzpCXXswOn00MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6Q117MDp9fTExMDoxMzp0eXBlL1JFTEFUSU9OWzA6XXsyOjQwOjE2OnR5cGUvQ09OU1RSVUNUT1JbMToxMDpBbGxveVNpZzpCXXswOn00MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6Q117MDp9fX0=	MzQ6ZGVwZW5kZW50LWNoYWluLWxlYWYtdHlwZS1wcm9vZi12MVsxOjE0OkVYQUNUX1JFTEFUSU9OXXsyOjExMDoxMzp0eXBlL1JFTEFUSU9OWzA6XXsyOjQwOjE2OnR5cGUvQ09OU1RSVUNUT1JbMToxMDpBbGxveVNpZzpCXXswOn00MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6Q117MDp9fTExMDoxMzp0eXBlL1JFTEFUSU9OWzA6XXsyOjQwOjE2OnR5cGUvQ09OU1RSVUNUT1JbMToxMDpBbGxveVNpZzpCXXswOn00MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6Q117MDp9fX0=	RVhBQ1RfUkVMQVRJT04=	VERIFIED
control	JOIN:exact:0:0	record/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	DIGEST_MISMATCH
control	JOIN:exact:0:0	record/s2	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	UNKNOWN_VARIANT
control	JOIN:exact:0:0	record/s3	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	DANGLING_REFERENCE
control	JOIN:exact:0:0	record/s4	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/s5	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/s6	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	THEORY_MISMATCH
control	JOIN:exact:0:0	record/s7	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	THEORY_MISMATCH
control	JOIN:exact:0:0	record/s8	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	THEORY_MISMATCH
control	JOIN:exact:0:0	record/s9	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/s10	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	THEORY_MISMATCH
control	JOIN:exact:0:0	record/c0/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	DANGLING_REFERENCE
control	JOIN:exact:0:0	record/c0/s2	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/s3	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	THEORY_MISMATCH
control	JOIN:exact:0:0	record/c0/c0/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	DANGLING_REFERENCE
control	JOIN:exact:0:0	record/c0/c0/s2	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/s3	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	DANGLING_REFERENCE
control	JOIN:exact:0:0	record/c0/c0/c0/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c0/s2	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	UNKNOWN_VARIANT
control	JOIN:exact:0:0	record/c0/c0/c0/s3	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c0/s4	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c0/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c0/c0/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c0/c0/s2	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INTEGER_OVERFLOW
control	JOIN:exact:0:0	record/c0/c0/c0/c0/s3	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c0/c0/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	THEORY_MISMATCH
control	JOIN:exact:0:0	record/c0/c0/c0/c0/c0/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c0/c0/c0/s2	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c0/c0/c0/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c0/c0/c0/c0/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c0/c0/c0/c0/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c0/c0/c0/c1/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c0/c0/c0/c1/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c0/c0/c0/c1/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c1/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	DANGLING_REFERENCE
control	JOIN:exact:0:0	record/c0/c0/c1/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c1/s2	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	UNKNOWN_VARIANT
control	JOIN:exact:0:0	record/c0/c0/c1/s3	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c1/s4	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c1/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c1/c0/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c1/c0/s2	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INTEGER_OVERFLOW
control	JOIN:exact:0:0	record/c0/c0/c1/c0/s3	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c1/c0/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	THEORY_MISMATCH
control	JOIN:exact:0:0	record/c0/c0/c1/c0/c0/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c1/c0/c0/s2	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c1/c0/c0/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c1/c0/c0/c0/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c1/c0/c0/c0/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c1/c0/c0/c1/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c1/c0/c0/c1/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c1/c0/c0/c1/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c2/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c2/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c2/s2	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INTEGER_OVERFLOW
control	JOIN:exact:0:0	record/c0/c0/c2/s3	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c2/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	THEORY_MISMATCH
control	JOIN:exact:0:0	record/c0/c0/c2/c0/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c2/c0/s2	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c2/c0/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c2/c0/c0/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c2/c0/c0/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c2/c0/c1/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c2/c0/c1/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c2/c0/c1/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c3/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	THEORY_MISMATCH
control	JOIN:exact:0:0	record/c0/c0/c3/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	THEORY_MISMATCH
control	JOIN:exact:0:0	record/c0/c0/c3/c0/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	THEORY_MISMATCH
control	JOIN:exact:0:0	record/c0/c0/c3/c0/s2	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	THEORY_MISMATCH
control	JOIN:exact:0:0	record/c0/c0/c3/c0/s3	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c3/c0/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	THEORY_MISMATCH
control	JOIN:exact:0:0	record/c0/c0/c3/c0/c0/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c3/c0/c0/s2	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c3/c0/c0/s3	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c3/c0/c0/s4	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c3/c0/c0/s5	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c3/c0/c0/c0/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c3/c0/c0/c1/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c3/c0/c1/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	THEORY_MISMATCH
control	JOIN:exact:0:0	record/c0/c0/c3/c0/c1/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c3/c0/c1/s2	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c3/c0/c1/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c3/c0/c1/c0/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c3/c0/c1/c0/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c3/c0/c1/c1/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c0/c3/c0/c1/c1/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c0/c3/c0/c1/c1/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c1/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	DANGLING_REFERENCE
control	JOIN:exact:0:0	record/c0/c1/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c1/s2	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	UNKNOWN_VARIANT
control	JOIN:exact:0:0	record/c0/c1/s3	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c1/s4	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c1/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c1/c0/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c1/c0/s2	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INTEGER_OVERFLOW
control	JOIN:exact:0:0	record/c0/c1/c0/s3	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c1/c0/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	THEORY_MISMATCH
control	JOIN:exact:0:0	record/c0/c1/c0/c0/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c1/c0/c0/s2	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c1/c0/c0/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c1/c0/c0/c0/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
control	JOIN:exact:0:0	record/c0/c1/c0/c0/c0/c0/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c1/c0/c0/c1/s0	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	MISSING_EVIDENCE
control	JOIN:exact:0:0	record/c0/c1/c0/c0/c1/s1	Q0hBTkdFRA==	RU5DT0RFRA==	UkVKRUNURUQ=	INVALID_RECORD_SHAPE
